stageId,data.type,data.constants,data.answers
Na69qss7FEjxagmPL,RecallAssociation,"{""name"":""recall association instance 1"",""calculateScore"":true,""lists"":[{""target"":""anger"",""words"":[""mad"",""fear"",""hate"",""rage"",""temper"",""fury"",""ire"",""wrath"",""happy"",""fight"",""hatred"",""mean"",""calm"",""emotion"",""enrage""]},{""target"":""lion"",""words"":[""tiger"",""circus"",""jungle"",""tamer"",""den"",""cub"",""Africa"",""mane"",""cage"",""feline"",""roar"",""fierce"",""bears"",""hunt"",""pride""]}],""timeBetweenLists"":4000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""anger"",""words"":[{""player"":""A3169N2SCN3ENK"",""word"":""hate""},{""player"":""A3169N2SCN3ENK"",""word"":""rage""},{""player"":""A3169N2SCN3ENK"",""word"":""mad""},{""player"":""A33RI08QRVG5Q0"",""word"":""fear""},{""player"":""A3DTPGXKABAFEJ"",""word"":""fight""},{""player"":""A35B3JA3G2NLGQ"",""word"":""happy""},{""player"":""A35B3JA3G2NLGQ"",""word"":""calm""},{""player"":""A35B3JA3G2NLGQ"",""word"":""emotion""},{""player"":""A35B3JA3G2NLGQ"",""word"":""temper""},{""player"":""A12TZ1W76AGOF9"",""word"":""fury""},{""player"":""A12TZ1W76AGOF9"",""word"":""ire""},{""player"":""A12TZ1W76AGOF9"",""word"":""wrath""},{""player"":""A2DIVWCLCEJQZ1"",""word"":""hatred""},{""player"":""A2DIVWCLCEJQZ1"",""word"":""mean""}]},{""target"":""lion"",""words"":[{""player"":""A35B3JA3G2NLGQ"",""word"":""tiger""},{""player"":""A3169N2SCN3ENK"",""word"":""roar""},{""player"":""A35B3JA3G2NLGQ"",""word"":""jungle""},{""player"":""A3169N2SCN3ENK"",""word"":""Africa""},{""player"":""A35B3JA3G2NLGQ"",""word"":""hunt""},{""player"":""A12TZ1W76AGOF9"",""word"":""tamer""},{""player"":""A12TZ1W76AGOF9"",""word"":""den""},{""player"":""A35B3JA3G2NLGQ"",""word"":""cage""},{""player"":""A12TZ1W76AGOF9"",""word"":""cub""},{""player"":""A12TZ1W76AGOF9"",""word"":""mane""},{""player"":""A2DIVWCLCEJQZ1"",""word"":""pride""},{""player"":""A12TZ1W76AGOF9"",""word"":""feline""},{""player"":""A12TZ1W76AGOF9"",""word"":""fierce""},{""player"":""A12TZ1W76AGOF9"",""word"":""bears""},{""player"":""A12TZ1W76AGOF9"",""word"":""circus""}]}"
sT8vciv2gewQo8ysL,RecallAssociation,"{""name"":""recall association instance 0"",""calculateScore"":false,""lists"":[{""target"":""fruit"",""words"":[""apple"",""vegetable"",""orange"",""kiwi"",""citrus"",""ripe"",""pear"",""banana"",""berry"",""cherry"",""basket"",""juice"",""salad"",""bowl"",""cocktail""]},{""target"":""sweet"",""words"":[""sour"",""candy"",""sugar"",""bitter"",""good"",""taste"",""tooth"",""nice"",""honey"",""soda"",""chocolate"",""heart"",""cake"",""tart"",""pie""]}],""timeBetweenLists"":5000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""fruit"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""apple""},{""player"":""AZIDKXJ72ZREB"",""word"":""banana""}]},{""target"":""sweet"",""words"":[{""player"":""AZIDKXJ72ZREB"",""word"":""sour""}]}"
xDjfoE5pjk84mKxaf,RecallAssociation,"{""name"":""recall association instance 3"",""calculateScore"":true,""lists"":[{""target"":""window"",""words"":[""door"",""glass"",""pane"",""shade"",""ledge"",""sill"",""house"",""open"",""curtain"",""frame"",""view"",""breeze"",""sash"",""screen"",""shutter""]},{""target"":""smell"",""words"":[""nose"",""breathe"",""sniff"",""aroma"",""hear"",""see"",""nostril"",""whiff"",""scent"",""reek"",""stench"",""fragrance"",""perfume"",""salts"",""rose""]},{""target"":""doctor"",""words"":[""nurse"",""sick"",""lawyer"",""medicine"",""health"",""hospital"",""dentist"",""physician"",""ill"",""patient"",""office"",""stethoscope"",""surgeon"",""clinic"",""cure""]},{""target"":""flag"",""words"":[""banner"",""American"",""symbol"",""stars"",""anthem"",""stripes"",""pole"",""wave"",""raised"",""national"",""checkered"",""emblem"",""sign"",""freedom"",""pendant""]},{""target"":""car"",""words"":[""truck"",""bus"",""train"",""automobile"",""vehicle"",""drive"",""jeep"",""Ford"",""race"",""keys"",""garage"",""highway"",""sedan"",""van"",""taxi""]},{""target"":""bread"",""words"":[""butter"",""food"",""eat"",""sandwich"",""rye"",""jam"",""milk"",""flour"",""jelly"",""dough"",""crust"",""slice"",""wine"",""loaf"",""toast""]}],""timeBetweenLists"":10000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""window"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""glass""},{""player"":""AZIDKXJ72ZREB"",""word"":""pane""},{""player"":""A36LH2DSKP8N7P"",""word"":""door""},{""player"":""AZIDKXJ72ZREB"",""word"":""shutter""},{""player"":""AZIDKXJ72ZREB"",""word"":""curtain""},{""player"":""AZIDKXJ72ZREB"",""word"":""sill""},{""player"":""A1GKD3NG1NNHRP"",""word"":""open""}]},{""target"":""smell"",""words"":[{""player"":""AZIDKXJ72ZREB"",""word"":""aroma""},{""player"":""AZIDKXJ72ZREB"",""word"":""whiff""},{""player"":""AZIDKXJ72ZREB"",""word"":""perfume""},{""player"":""A1GKD3NG1NNHRP"",""word"":""breathe""},{""player"":""AZIDKXJ72ZREB"",""word"":""nostril""},{""player"":""AZIDKXJ72ZREB"",""word"":""scent""},{""player"":""AZIDKXJ72ZREB"",""word"":""see""},{""player"":""AZIDKXJ72ZREB"",""word"":""hear""},{""player"":""A1GKD3NG1NNHRP"",""word"":""nose""}]},{""target"":""doctor"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""nurse""},{""player"":""AZIDKXJ72ZREB"",""word"":""surgeon""},{""player"":""A1GKD3NG1NNHRP"",""word"":""hospital""},{""player"":""AZIDKXJ72ZREB"",""word"":""physician""},{""player"":""AZIDKXJ72ZREB"",""word"":""patient""},{""player"":""AZIDKXJ72ZREB"",""word"":""clinic""},{""player"":""AZIDKXJ72ZREB"",""word"":""stethoscope""}]},{""target"":""flag"",""words"":[{""player"":""A1GKD3NG1NNHRP"",""word"":""wave""},{""player"":""AZIDKXJ72ZREB"",""word"":""pole""},{""player"":""AZIDKXJ72ZREB"",""word"":""stars""},{""player"":""AZIDKXJ72ZREB"",""word"":""stripes""},{""player"":""AZIDKXJ72ZREB"",""word"":""banner""}]},{""target"":""car"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""drive""},{""player"":""AZIDKXJ72ZREB"",""word"":""truck""},{""player"":""AZIDKXJ72ZREB"",""word"":""sedan""},{""player"":""AZIDKXJ72ZREB"",""word"":""highway""},{""player"":""A36LH2DSKP8N7P"",""word"":""vehicle""},{""player"":""AZIDKXJ72ZREB"",""word"":""garage""},{""player"":""AZIDKXJ72ZREB"",""word"":""jeep""},{""player"":""AZIDKXJ72ZREB"",""word"":""Ford""},{""player"":""AZIDKXJ72ZREB"",""word"":""automobile""}]},{""target"":""bread"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""butter""},{""player"":""A36LH2DSKP8N7P"",""word"":""toast""},{""player"":""AZIDKXJ72ZREB"",""word"":""wine""},{""player"":""AZIDKXJ72ZREB"",""word"":""jelly""},{""player"":""AZIDKXJ72ZREB"",""word"":""crust""},{""player"":""A1GKD3NG1NNHRP"",""word"":""food""},{""player"":""A1GKD3NG1NNHRP"",""word"":""eat""}]}"
ZsE5489wFDc7GSiZp,RecallAssociation,"{""name"":""recall association instance 2"",""calculateScore"":true,""lists"":[{""target"":""army"",""words"":[""Navy"",""soldier"",""United States"",""rifle"",""Air Force"",""draft"",""military"",""Marines"",""march"",""infantry"",""captain"",""war"",""uniform"",""pilot"",""combat""]},{""target"":""city"",""words"":[""town"",""crowded"",""state"",""capital"",""streets"",""subway"",""country"",""New York"",""village"",""metropolis"",""big"",""Chicago"",""suburb"",""county"",""urban""]},{""target"":""flag"",""words"":[""banner"",""American"",""symbol"",""stars"",""anthem"",""stripes"",""pole"",""wave"",""raised"",""national"",""checkered"",""emblem"",""sign"",""freedom"",""pendant""]},{""target"":""needle"",""words"":[""thread"",""pin"",""eye"",""sewing"",""sharp"",""point"",""prick"",""thimble"",""haystack"",""thorn"",""hurt"",""injection"",""syringe"",""cloth"",""knitting""]}],""timeBetweenLists"":10000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""army"",""words"":[{""player"":""AZIDKXJ72ZREB"",""word"":""Navy""},{""player"":""AZIDKXJ72ZREB"",""word"":""Marines""},{""player"":""AZIDKXJ72ZREB"",""word"":""United States""},{""player"":""AZIDKXJ72ZREB"",""word"":""rifle""},{""player"":""A36LH2DSKP8N7P"",""word"":""soldier""},{""player"":""AZIDKXJ72ZREB"",""word"":""infantry""}]},{""target"":""city"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""town""},{""player"":""A36LH2DSKP8N7P"",""word"":""New York""},{""player"":""AZIDKXJ72ZREB"",""word"":""Chicago""},{""player"":""AZIDKXJ72ZREB"",""word"":""suburb""},{""player"":""AZIDKXJ72ZREB"",""word"":""urban""},{""player"":""AZIDKXJ72ZREB"",""word"":""state""},{""player"":""AZIDKXJ72ZREB"",""word"":""country""}]},{""target"":""flag"",""words"":[{""player"":""A36LH2DSKP8N7P"",""word"":""pole""},{""player"":""AZIDKXJ72ZREB"",""word"":""American""},{""player"":""AZIDKXJ72ZREB"",""word"":""symbol""},{""player"":""AZIDKXJ72ZREB"",""word"":""stars""},{""player"":""AZIDKXJ72ZREB"",""word"":""stripes""},{""player"":""AZIDKXJ72ZREB"",""word"":""checkered""},{""player"":""AZIDKXJ72ZREB"",""word"":""wave""},{""player"":""AZIDKXJ72ZREB"",""word"":""banner""}]},{""target"":""needle"",""words"":[{""player"":""AZIDKXJ72ZREB"",""word"":""thread""},{""player"":""AZIDKXJ72ZREB"",""word"":""eye""},{""player"":""AZIDKXJ72ZREB"",""word"":""syringe""},{""player"":""AZIDKXJ72ZREB"",""word"":""prick""},{""player"":""AZIDKXJ72ZREB"",""word"":""hurt""},{""player"":""AZIDKXJ72ZREB"",""word"":""sharp""},{""player"":""AZIDKXJ72ZREB"",""word"":""knitting""},{""player"":""AZIDKXJ72ZREB"",""word"":""injection""}]}"
ELuTma9dLjFZgfGR5,RecallAssociation,"{""name"":""recall association instance 1"",""calculateScore"":true,""lists"":[{""target"":""anger"",""words"":[""mad"",""fear"",""hate"",""rage"",""temper"",""fury"",""ire"",""wrath"",""happy"",""fight"",""hatred"",""mean"",""calm"",""emotion"",""enrage""]},{""target"":""lion"",""words"":[""tiger"",""circus"",""jungle"",""tamer"",""den"",""cub"",""Africa"",""mane"",""cage"",""feline"",""roar"",""fierce"",""bears"",""hunt"",""pride""]}],""timeBetweenLists"":4000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""anger"",""words"":[{""player"":""AZIDKXJ72ZREB"",""word"":""ire""},{""player"":""A36LH2DSKP8N7P"",""word"":""fear""},{""player"":""AZIDKXJ72ZREB"",""word"":""wrath""},{""player"":""AZIDKXJ72ZREB"",""word"":""emotion""},{""player"":""AZIDKXJ72ZREB"",""word"":""hate""},{""player"":""AZIDKXJ72ZREB"",""word"":""mad""}]},{""target"":""lion"",""words"":[{""player"":""AZIDKXJ72ZREB"",""word"":""mane""},{""player"":""AZIDKXJ72ZREB"",""word"":""den""},{""player"":""AZIDKXJ72ZREB"",""word"":""cub""},{""player"":""AZIDKXJ72ZREB"",""word"":""circus""},{""player"":""AZIDKXJ72ZREB"",""word"":""tamer""},{""player"":""AZIDKXJ72ZREB"",""word"":""Africa""},{""player"":""AZIDKXJ72ZREB"",""word"":""pride""},{""player"":""AZIDKXJ72ZREB"",""word"":""roar""},{""player"":""AZIDKXJ72ZREB"",""word"":""jungle""},{""player"":""AZIDKXJ72ZREB"",""word"":""tiger""}]}"
GohCYwKGojqw9jF8M,RecallAssociation,"{""name"":""recall association instance 0"",""calculateScore"":false,""lists"":[{""target"":""fruit"",""words"":[""apple"",""vegetable"",""orange"",""kiwi"",""citrus"",""ripe"",""pear"",""banana"",""berry"",""cherry"",""basket"",""juice"",""salad"",""bowl"",""cocktail""]},{""target"":""sweet"",""words"":[""sour"",""candy"",""sugar"",""bitter"",""good"",""taste"",""tooth"",""nice"",""honey"",""soda"",""chocolate"",""heart"",""cake"",""tart"",""pie""]}],""timeBetweenLists"":5000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""fruit"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""apple""}]},{""target"":""sweet"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""candy""}]}"
3jfqTeXnKGmrABvk5,RecallAssociation,"{""name"":""recall association instance 3"",""calculateScore"":true,""lists"":[{""target"":""window"",""words"":[""door"",""glass"",""pane"",""shade"",""ledge"",""sill"",""house"",""open"",""curtain"",""frame"",""view"",""breeze"",""sash"",""screen"",""shutter""]},{""target"":""smell"",""words"":[""nose"",""breathe"",""sniff"",""aroma"",""hear"",""see"",""nostril"",""whiff"",""scent"",""reek"",""stench"",""fragrance"",""perfume"",""salts"",""rose""]},{""target"":""doctor"",""words"":[""nurse"",""sick"",""lawyer"",""medicine"",""health"",""hospital"",""dentist"",""physician"",""ill"",""patient"",""office"",""stethoscope"",""surgeon"",""clinic"",""cure""]},{""target"":""flag"",""words"":[""banner"",""American"",""symbol"",""stars"",""anthem"",""stripes"",""pole"",""wave"",""raised"",""national"",""checkered"",""emblem"",""sign"",""freedom"",""pendant""]},{""target"":""car"",""words"":[""truck"",""bus"",""train"",""automobile"",""vehicle"",""drive"",""jeep"",""Ford"",""race"",""keys"",""garage"",""highway"",""sedan"",""van"",""taxi""]},{""target"":""bread"",""words"":[""butter"",""food"",""eat"",""sandwich"",""rye"",""jam"",""milk"",""flour"",""jelly"",""dough"",""crust"",""slice"",""wine"",""loaf"",""toast""]}],""timeBetweenLists"":10000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""window"",""words"":[]},{""target"":""smell"",""words"":[]},{""target"":""doctor"",""words"":[]},{""target"":""flag"",""words"":[]},{""target"":""car"",""words"":[]},{""target"":""bread"",""words"":[]}"
B4iraBE4xp68DMQtB,RecallAssociation,"{""name"":""recall association instance 2"",""calculateScore"":true,""lists"":[{""target"":""army"",""words"":[""Navy"",""soldier"",""United States"",""rifle"",""Air Force"",""draft"",""military"",""Marines"",""march"",""infantry"",""captain"",""war"",""uniform"",""pilot"",""combat""]},{""target"":""city"",""words"":[""town"",""crowded"",""state"",""capital"",""streets"",""subway"",""country"",""New York"",""village"",""metropolis"",""big"",""Chicago"",""suburb"",""county"",""urban""]},{""target"":""flag"",""words"":[""banner"",""American"",""symbol"",""stars"",""anthem"",""stripes"",""pole"",""wave"",""raised"",""national"",""checkered"",""emblem"",""sign"",""freedom"",""pendant""]},{""target"":""needle"",""words"":[""thread"",""pin"",""eye"",""sewing"",""sharp"",""point"",""prick"",""thimble"",""haystack"",""thorn"",""hurt"",""injection"",""syringe"",""cloth"",""knitting""]}],""timeBetweenLists"":10000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""army"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""military""},{""player"":""A1SJRFJWFXSDH4"",""word"":""uniform""},{""player"":""A1SJRFJWFXSDH4"",""word"":""war""}]},{""target"":""city"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""town""},{""player"":""A1SJRFJWFXSDH4"",""word"":""streets""},{""player"":""A1SJRFJWFXSDH4"",""word"":""subway""}]},{""target"":""flag"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""wave""},{""player"":""A1SJRFJWFXSDH4"",""word"":""stripes""},{""player"":""A1SJRFJWFXSDH4"",""word"":""stars""},{""player"":""A1SJRFJWFXSDH4"",""word"":""anthem""}]},{""target"":""needle"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""pin""},{""player"":""A1SJRFJWFXSDH4"",""word"":""thread""}]}"
mv7LWLyg7W7vEZw3d,RecallAssociation,"{""name"":""recall association instance 1"",""calculateScore"":true,""lists"":[{""target"":""anger"",""words"":[""mad"",""fear"",""hate"",""rage"",""temper"",""fury"",""ire"",""wrath"",""happy"",""fight"",""hatred"",""mean"",""calm"",""emotion"",""enrage""]},{""target"":""lion"",""words"":[""tiger"",""circus"",""jungle"",""tamer"",""den"",""cub"",""Africa"",""mane"",""cage"",""feline"",""roar"",""fierce"",""bears"",""hunt"",""pride""]}],""timeBetweenLists"":4000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""anger"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""rage""},{""player"":""A1SJRFJWFXSDH4"",""word"":""fight""},{""player"":""A1SJRFJWFXSDH4"",""word"":""mean""}]},{""target"":""lion"",""words"":[{""player"":""A1SJRFJWFXSDH4"",""word"":""den""},{""player"":""A1SJRFJWFXSDH4"",""word"":""cub""},{""player"":""A1SJRFJWFXSDH4"",""word"":""tamer""},{""player"":""A1SJRFJWFXSDH4"",""word"":""circus""},{""player"":""A1SJRFJWFXSDH4"",""word"":""tiger""},{""player"":""A1SJRFJWFXSDH4"",""word"":""pride""},{""player"":""A1SJRFJWFXSDH4"",""word"":""Africa""}]}"
uCEHJiD6FuoD2d2fd,RecallAssociation,"{""name"":""recall association instance 0"",""calculateScore"":false,""lists"":[{""target"":""fruit"",""words"":[""apple"",""vegetable"",""orange"",""kiwi"",""citrus"",""ripe"",""pear"",""banana"",""berry"",""cherry"",""basket"",""juice"",""salad"",""bowl"",""cocktail""]},{""target"":""sweet"",""words"":[""sour"",""candy"",""sugar"",""bitter"",""good"",""taste"",""tooth"",""nice"",""honey"",""soda"",""chocolate"",""heart"",""cake"",""tart"",""pie""]}],""timeBetweenLists"":5000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""fruit"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""kiwi""},{""player"":""A3HSONMX6LNZR4"",""word"":""apple""},{""player"":""A3HSONMX6LNZR4"",""word"":""banana""}]},{""target"":""sweet"",""words"":[]}"
zDsdc5ocyAopQba8K,RecallAssociation,"{""name"":""recall association instance 3"",""calculateScore"":true,""lists"":[{""target"":""window"",""words"":[""door"",""glass"",""pane"",""shade"",""ledge"",""sill"",""house"",""open"",""curtain"",""frame"",""view"",""breeze"",""sash"",""screen"",""shutter""]},{""target"":""smell"",""words"":[""nose"",""breathe"",""sniff"",""aroma"",""hear"",""see"",""nostril"",""whiff"",""scent"",""reek"",""stench"",""fragrance"",""perfume"",""salts"",""rose""]},{""target"":""doctor"",""words"":[""nurse"",""sick"",""lawyer"",""medicine"",""health"",""hospital"",""dentist"",""physician"",""ill"",""patient"",""office"",""stethoscope"",""surgeon"",""clinic"",""cure""]},{""target"":""flag"",""words"":[""banner"",""American"",""symbol"",""stars"",""anthem"",""stripes"",""pole"",""wave"",""raised"",""national"",""checkered"",""emblem"",""sign"",""freedom"",""pendant""]},{""target"":""car"",""words"":[""truck"",""bus"",""train"",""automobile"",""vehicle"",""drive"",""jeep"",""Ford"",""race"",""keys"",""garage"",""highway"",""sedan"",""van"",""taxi""]},{""target"":""bread"",""words"":[""butter"",""food"",""eat"",""sandwich"",""rye"",""jam"",""milk"",""flour"",""jelly"",""dough"",""crust"",""slice"",""wine"",""loaf"",""toast""]}],""timeBetweenLists"":10000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""window"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""sash""},{""player"":""A3HSONMX6LNZR4"",""word"":""ledge""},{""player"":""A3HSONMX6LNZR4"",""word"":""curtain""},{""player"":""A3HSONMX6LNZR4"",""word"":""breeze""},{""player"":""A3HSONMX6LNZR4"",""word"":""open""},{""player"":""A3HSONMX6LNZR4"",""word"":""frame""}]},{""target"":""smell"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""aroma""},{""player"":""A3HSONMX6LNZR4"",""word"":""stench""},{""player"":""A3HSONMX6LNZR4"",""word"":""nose""}]},{""target"":""doctor"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""nurse""},{""player"":""A3HSONMX6LNZR4"",""word"":""physician""},{""player"":""A3HSONMX6LNZR4"",""word"":""lawyer""},{""player"":""A3HSONMX6LNZR4"",""word"":""health""},{""player"":""A3HSONMX6LNZR4"",""word"":""hospital""},{""player"":""A3HSONMX6LNZR4"",""word"":""surgeon""}]},{""target"":""flag"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""wave""},{""player"":""A3HSONMX6LNZR4"",""word"":""checkered""},{""player"":""A3HSONMX6LNZR4"",""word"":""American""}]},{""target"":""car"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""truck""},{""player"":""A3HSONMX6LNZR4"",""word"":""bus""}]},{""target"":""bread"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""butter""},{""player"":""A3HSONMX6LNZR4"",""word"":""rye""},{""player"":""A3HSONMX6LNZR4"",""word"":""dough""}]}"
uZZFgJwAzLv55G4tG,RecallAssociation,"{""name"":""recall association instance 2"",""calculateScore"":true,""lists"":[{""target"":""army"",""words"":[""Navy"",""soldier"",""United States"",""rifle"",""Air Force"",""draft"",""military"",""Marines"",""march"",""infantry"",""captain"",""war"",""uniform"",""pilot"",""combat""]},{""target"":""city"",""words"":[""town"",""crowded"",""state"",""capital"",""streets"",""subway"",""country"",""New York"",""village"",""metropolis"",""big"",""Chicago"",""suburb"",""county"",""urban""]},{""target"":""flag"",""words"":[""banner"",""American"",""symbol"",""stars"",""anthem"",""stripes"",""pole"",""wave"",""raised"",""national"",""checkered"",""emblem"",""sign"",""freedom"",""pendant""]},{""target"":""needle"",""words"":[""thread"",""pin"",""eye"",""sewing"",""sharp"",""point"",""prick"",""thimble"",""haystack"",""thorn"",""hurt"",""injection"",""syringe"",""cloth"",""knitting""]}],""timeBetweenLists"":10000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""army"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""Navy""},{""player"":""A3HSONMX6LNZR4"",""word"":""military""},{""player"":""A3HSONMX6LNZR4"",""word"":""march""},{""player"":""A3HSONMX6LNZR4"",""word"":""Marines""},{""player"":""A3HSONMX6LNZR4"",""word"":""captain""},{""player"":""A3HSONMX6LNZR4"",""word"":""uniform""}]},{""target"":""city"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""New York""},{""player"":""A3HSONMX6LNZR4"",""word"":""Chicago""},{""player"":""A3HSONMX6LNZR4"",""word"":""urban""},{""player"":""A3HSONMX6LNZR4"",""word"":""crowded""},{""player"":""A3HSONMX6LNZR4"",""word"":""streets""}]},{""target"":""flag"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""wave""},{""player"":""A3HSONMX6LNZR4"",""word"":""American""},{""player"":""A3HSONMX6LNZR4"",""word"":""stars""},{""player"":""A3HSONMX6LNZR4"",""word"":""stripes""},{""player"":""A3HSONMX6LNZR4"",""word"":""pole""},{""player"":""A3HSONMX6LNZR4"",""word"":""checkered""}]},{""target"":""needle"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""haystack""},{""player"":""A3HSONMX6LNZR4"",""word"":""syringe""},{""player"":""A3HSONMX6LNZR4"",""word"":""prick""},{""player"":""A3HSONMX6LNZR4"",""word"":""sharp""},{""player"":""A3HSONMX6LNZR4"",""word"":""injection""},{""player"":""A3HSONMX6LNZR4"",""word"":""point""},{""player"":""A3HSONMX6LNZR4"",""word"":""knitting""}]}"
Ho2sraMsdNiYQNce8,RecallAssociation,"{""name"":""recall association instance 1"",""calculateScore"":true,""lists"":[{""target"":""anger"",""words"":[""mad"",""fear"",""hate"",""rage"",""temper"",""fury"",""ire"",""wrath"",""happy"",""fight"",""hatred"",""mean"",""calm"",""emotion"",""enrage""]},{""target"":""lion"",""words"":[""tiger"",""circus"",""jungle"",""tamer"",""den"",""cub"",""Africa"",""mane"",""cage"",""feline"",""roar"",""fierce"",""bears"",""hunt"",""pride""]}],""timeBetweenLists"":4000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""anger"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""hate""},{""player"":""A3HSONMX6LNZR4"",""word"":""rage""},{""player"":""A3HSONMX6LNZR4"",""word"":""mean""},{""player"":""A3HSONMX6LNZR4"",""word"":""mad""}]},{""target"":""lion"",""words"":[{""player"":""A3HSONMX6LNZR4"",""word"":""tiger""},{""player"":""A3HSONMX6LNZR4"",""word"":""Africa""},{""player"":""A3HSONMX6LNZR4"",""word"":""mane""},{""player"":""A3HSONMX6LNZR4"",""word"":""jungle""},{""player"":""A3HSONMX6LNZR4"",""word"":""pride""}]}"
GNnzcZwGqwKqsSA9a,RecallAssociation,"{""name"":""recall association instance 0"",""calculateScore"":false,""lists"":[{""target"":""fruit"",""words"":[""apple"",""vegetable"",""orange"",""kiwi"",""citrus"",""ripe"",""pear"",""banana"",""berry"",""cherry"",""basket"",""juice"",""salad"",""bowl"",""cocktail""]},{""target"":""sweet"",""words"":[""sour"",""candy"",""sugar"",""bitter"",""good"",""taste"",""tooth"",""nice"",""honey"",""soda"",""chocolate"",""heart"",""cake"",""tart"",""pie""]}],""timeBetweenLists"":5000,""numberOfProblems"":5,""condition"":""see"",""recallTime"":10,""pointsAwarded"":100,""pointsDeducted"":50}","{""target"":""fruit"",""words"":[{""player"":""A1Y5XHY97KETCJ"",""word"":""apple""},{""player"":""A1Y5XHY97KETCJ"",""word"":""kiwi""}]},{""target"":""sweet"",""words"":[]}"
